gp,min,pts,fg,3p_made,3p,ftm,ft,oreb,dreb,ast,stl,blk,tov,target_5yrs,points_per_minute,efficiency_rating
74,20.7,6.6,48.2,0.0,0.0,1.8,69.1,2.4,3.3,1.1,0.9,0.9,1.2,1,0.3188405797101449,13.9
35,19.6,7.3,43.8,0.3,30.0,1.0,63.0,1.1,2.5,0.9,0.4,0.5,0.8,1,0.3724489795918367,11.9
57,19.0,7.6,40.1,0.1,18.8,2.2,81.4,0.6,1.7,2.8,0.9,0.1,1.4,1,0.39999999999999997,12.299999999999999
73,19.0,5.8,46.8,0.1,22.0,1.2,73.7,1.7,2.3,1.1,0.8,0.1,0.7,1,0.30526315789473685,11.0
73,17.5,5.6,53.8,0.0,0.0,1.1,60.9,1.6,2.8,0.4,0.4,1.4,1.0,0,0.32,11.200000000000001
60,22.8,10.3,49.8,0.1,21.4,1.5,72.7,1.1,4.4,0.7,0.4,1.4,1.1,0,0.4517543859649123,17.199999999999996
42,16.9,8.1,61.6,0.0,0.0,1.7,66.1,2.3,2.6,0.5,0.4,0.2,0.6,1,0.47928994082840237,13.5
56,15.4,4.2,40.1,0.1,20.6,0.7,79.2,0.2,0.8,2.0,0.5,0.0,1.0,0,0.2727272727272727,6.7
75,15.4,7.5,43.9,0.5,40.0,1.3,81.5,0.3,1.2,0.8,0.5,0.1,1.3,1,0.487012987012987,9.1
76,14.6,4.5,45.5,0.1,28.6,0.7,65.9,1.0,2.0,0.3,0.3,0.7,0.6,1,0.3082191780821918,8.2
69,13.6,4.5,48.4,0.0,0.0,1.4,66.0,1.4,1.6,0.4,0.5,0.3,0.9,1,0.33088235294117646,7.800000000000001
50,13.6,5.6,42.1,0.2,27.0,1.4,69.2,0.5,1.7,1.0,0.4,0.0,1.1,0,0.4117647058823529,8.100000000000001
71,13.1,4.7,45.9,0.1,19.0,0.5,65.5,1.0,2.3,0.6,0.2,0.6,0.8,1,0.3587786259541985,8.499999999999998
75,12.9,3.7,41.1,0.1,20.8,0.9,78.2,0.5,1.3,0.7,0.4,0.1,0.5,1,0.2868217054263566,6.2
51,11.9,5.2,41.3,0.7,33.0,0.8,85.7,0.3,0.8,1.7,0.3,0.1,0.9,1,0.4369747899159664,7.5
32,11.5,3.7,42.6,0.3,34.6,0.7,79.3,0.4,0.6,1.1,0.5,0.0,0.6,1,0.32173913043478264,5.700000000000001
57,11.2,3.9,53.3,0.2,41.7,0.6,63.5,0.6,1.5,0.7,0.5,0.2,0.6,0,0.34821428571428575,6.800000000000001
52,10.7,1.9,47.1,0.0,0.0,0.3,59.3,1.0,1.6,0.3,0.2,0.2,0.5,0,0.17757009345794392,4.7
26,10.3,4.1,56.1,0.0,0.0,0.6,68.2,1.3,2.1,0.4,0.3,0.4,0.5,0,0.3980582524271844,8.100000000000001
61,10.0,4.3,50.5,0.0,0.0,0.9,56.6,1.1,1.6,0.7,0.3,0.3,0.9,1,0.43,7.5
70,9.9,1.3,37.9,0.0,16.7,0.2,43.8,0.8,1.2,0.6,0.3,0.4,0.6,1,0.13131313131313133,4.000000000000001
38,9.9,4.0,55.4,0.0,0.0,0.7,67.5,1.0,1.6,0.2,0.2,0.6,0.3,1,0.40404040404040403,7.3
38,8.5,3.2,40.8,0.0,0.0,0.5,64.3,0.6,1.1,0.3,0.2,0.4,0.5,0,0.3764705882352941,5.200000000000001
64,4.2,0.9,42.9,0.0,0.0,0.3,65.4,0.4,0.3,0.2,0.2,0.1,0.1,0,0.21428571428571427,2.1
14,3.1,1.1,26.1,0.2,23.1,0.0,0.0,0.0,0.4,0.1,0.0,0.2,0.3,0,0.3548387096774194,1.5
66,21.4,7.0,56.3,0.0,0.0,1.2,64.8,2.0,3.3,0.6,0.7,1.0,0.7,0,0.3271028037383178,13.9
57,35.4,16.8,45.6,1.0,37.7,3.5,83.8,1.0,3.4,4.0,1.2,0.2,2.0,1,0.4745762711864407,24.6
78,29.8,11.8,37.6,1.1,33.7,1.5,71.0,0.7,2.3,2.1,0.4,0.1,1.7,0,0.39597315436241615,15.600000000000001
78,27.0,10.8,42.2,0.7,36.4,1.9,72.7,1.2,3.3,1.3,0.9,0.9,1.8,1,0.4,16.599999999999998
78,23.5,6.4,41.8,0.1,20.7,1.5,64.7,0.9,2.8,3.8,1.6,0.1,1.8,1,0.2723404255319149,13.8
82,22.9,10.1,43.4,0.8,36.8,2.0,85.4,0.6,2.1,2.8,0.7,0.3,1.9,1,0.44104803493449785,14.700000000000001
63,22.1,9.0,50.3,0.0,0.0,1.3,72.2,2.3,2.7,0.4,0.3,1.2,0.7,1,0.4072398190045249,15.200000000000001
48,20.1,7.7,45.7,0.3,28.3,1.6,79.6,0.6,1.4,0.9,1.1,0.0,1.0,0,0.38308457711442784,10.7
52,21.3,6.6,45.2,1.0,46.1,0.8,66.7,0.4,1.7,1.4,0.7,0.5,0.7,0,0.30985915492957744,10.6
82,18.7,7.4,53.1,0.0,0.0,1.4,62.4,1.8,3.3,0.6,0.6,0.2,0.9,1,0.39572192513368987,12.999999999999998
81,18.7,5.5,45.5,0.0,50.0,1.4,76.4,1.6,3.8,0.5,0.6,0.5,1.2,1,0.29411764705882354,11.3
82,18.0,6.8,52.5,0.0,33.3,1.7,67.3,2.2,2.9,0.8,0.8,0.9,1.1,1,0.37777777777777777,13.400000000000002
67,17.4,6.6,46.4,0.4,34.7,0.8,60.9,0.6,1.3,0.4,0.6,0.3,0.6,1,0.37931034482758624,9.200000000000001
79,16.6,6.8,39.5,0.6,28.2,0.9,84.7,0.4,1.7,3.3,0.4,0.0,1.8,0,0.4096385542168674,10.799999999999999
79,16.6,6.8,39.5,0.6,28.2,0.9,84.7,0.4,1.7,3.3,0.4,0.0,1.8,0,0.4096385542168674,10.799999999999999
60,16.5,4.6,42.4,0.9,41.9,0.5,71.8,0.5,1.1,1.2,0.4,0.1,0.7,1,0.27878787878787875,7.1
68,15.6,4.9,50.5,0.1,18.5,0.8,56.7,1.4,2.9,0.6,0.8,0.7,0.7,1,0.31410256410256415,10.6
29,21.2,5.8,45.7,0.1,28.6,1.3,71.2,1.3,4.0,1.5,1.3,0.6,0.9,0,0.27358490566037735,13.6
72,15.1,4.4,42.2,0.6,32.8,0.4,71.1,0.3,1.3,1.9,0.6,0.1,1.0,1,0.29139072847682124,7.699999999999999
47,15.1,6.2,38.6,1.0,41.4,0.9,76.4,0.4,1.1,0.9,0.4,0.1,0.9,0,0.41059602649006627,8.2
52,14.9,4.5,38.2,0.3,27.7,0.9,58.5,0.5,1.5,1.6,0.6,0.1,1.1,0,0.30201342281879195,7.699999999999999
42,14.8,6.0,41.0,0.9,38.8,1.3,90.0,0.2,1.0,0.9,0.3,0.0,0.5,1,0.4054054054054054,7.9
72,13.4,5.2,47.5,0.0,0.0,1.5,60.6,1.2,2.5,0.6,0.6,1.1,1.3,1,0.3880597014925373,9.899999999999999
59,12.8,4.4,53.8,0.0,0.0,1.3,66.1,0.8,2.2,0.3,0.4,0.6,0.8,0,0.34375,7.999999999999999
43,12.4,2.9,41.7,0.0,0.0,0.4,48.5,1.0,1.5,0.3,0.2,0.5,0.5,0,0.23387096774193547,5.9
81,21.1,7.5,41.0,0.8,33.7,1.3,73.0,0.9,3.3,1.2,0.5,0.5,0.7,0,0.3554502369668246,13.1
46,12.1,3.9,46.9,0.4,36.5,0.2,55.0,0.7,1.1,0.5,0.1,0.2,0.5,1,0.32231404958677684,6.0
56,12.1,4.6,52.8,0.0,0.0,1.0,67.5,0.7,0.7,0.4,0.7,0.1,0.4,1,0.3801652892561983,6.699999999999999
68,11.6,2.7,36.7,0.3,32.1,0.5,86.0,0.6,1.2,1.0,0.4,0.1,0.6,0,0.2327586206896552,5.4
58,11.5,3.3,50.8,0.0,0.0,1.0,78.7,0.8,1.5,0.2,0.2,0.7,0.4,1,0.28695652173913044,6.3
63,11.4,4.2,44.6,0.0,0.0,1.7,73.6,1.5,1.9,0.2,0.2,0.3,0.8,1,0.3684210526315789,7.500000000000001
56,11.3,3.1,54.4,0.0,0.0,0.7,59.7,1.0,1.6,0.2,0.2,0.5,0.6,1,0.2743362831858407,6.100000000000001
61,11.0,4.2,57.9,0.0,0.0,0.9,54.4,1.0,1.8,0.2,0.2,0.3,0.5,0,0.38181818181818183,7.3
41,10.5,4.1,43.3,0.4,34.6,0.7,84.4,0.0,0.6,1.3,0.4,0.0,0.4,0,0.3904761904761904,6.1
42,9.7,3.4,36.6,0.5,35.1,0.6,67.6,0.1,0.6,1.5,0.4,0.0,0.5,1,0.3505154639175258,5.5
29,20.7,4.0,31.0,0.7,28.6,0.6,85.0,0.3,2.1,0.7,0.5,0.2,0.5,0,0.1932367149758454,7.300000000000001
42,8.5,2.8,38.1,0.3,24.0,0.3,73.3,0.3,0.6,0.4,0.4,0.1,0.4,0,0.32941176470588235,4.199999999999999
61,8.1,2.9,55.6,0.0,0.0,0.4,66.7,0.6,0.7,0.2,0.3,0.1,0.4,0,0.35802469135802467,4.3999999999999995
44,7.6,2.5,46.2,0.0,11.1,0.5,56.1,0.5,0.8,0.4,0.3,0.0,0.4,1,0.32894736842105265,4.1
44,7.6,2.5,46.2,0.0,11.1,0.5,56.1,0.5,0.8,0.4,0.3,0.0,0.4,0,0.32894736842105265,4.1
38,7.1,2.4,56.8,0.0,0.0,0.2,60.0,0.7,1.3,0.1,0.2,0.1,0.8,0,0.3380281690140845,3.8999999999999995
35,5.5,1.5,36.0,0.4,33.3,0.1,100.0,0.1,0.6,0.2,0.1,0.0,0.1,1,0.2727272727272727,2.4000000000000004
78,36.0,16.1,43.0,0.6,28.2,5.1,84.7,0.8,4.3,7.8,2.2,0.1,2.4,1,0.44722222222222224,28.900000000000006
80,30.1,11.9,39.1,1.2,35.8,2.0,72.5,1.0,2.4,5.6,1.3,0.1,2.3,1,0.3953488372093023,19.9
81,29.1,13.0,46.3,0.9,32.7,1.4,70.6,2.2,4.2,1.1,0.7,0.8,1.2,1,0.4467353951890034,20.8
80,28.9,8.8,40.3,1.4,36.1,1.1,69.9,0.4,2.9,2.7,1.1,0.1,1.5,1,0.30449826989619383,14.5
80,28.8,10.8,42.1,1.1,41.6,1.2,70.4,0.4,2.0,4.5,0.8,0.2,1.8,1,0.375,16.900000000000002
63,20.1,5.5,52.7,0.0,10.0,0.5,68.1,1.6,3.3,0.7,0.9,0.4,0.7,0,0.2736318407960199,11.8
79,24.7,8.5,44.3,0.2,24.5,2.4,74.7,1.5,3.3,0.8,0.6,0.3,1.1,1,0.3441295546558705,13.900000000000002
65,24.2,12.3,47.7,0.0,33.3,2.9,82.5,2.1,3.6,0.8,0.5,0.7,1.5,1,0.5082644628099174,18.6
78,22.6,7.5,46.2,0.4,32.3,1.5,77.7,1.7,3.2,1.2,0.7,0.8,1.0,1,0.331858407079646,14.1
61,22.6,7.6,48.7,0.0,33.3,1.8,75.2,1.7,3.2,1.0,0.6,0.1,0.9,1,0.33628318584070793,13.299999999999999
72,21.4,9.3,40.7,0.8,39.7,2.1,75.2,0.8,1.5,2.0,0.8,0.0,1.6,1,0.4345794392523365,12.800000000000002
61,20.3,9.7,41.5,1.3,38.0,1.6,90.0,0.2,1.7,1.2,0.4,0.1,1.3,0,0.4778325123152709,11.999999999999998
79,20.2,6.7,44.2,0.3,26.3,1.6,80.0,0.2,1.8,2.8,0.5,0.0,1.3,1,0.3316831683168317,10.7
81,19.8,6.1,47.0,0.4,34.8,0.3,63.4,0.5,2.6,4.5,1.2,0.1,1.7,0,0.30808080808080807,13.299999999999999
80,19.8,6.7,47.8,0.4,33.3,1.4,81.2,0.7,2.3,0.8,0.5,0.2,1.1,1,0.3383838383838384,10.200000000000001
49,18.1,6.8,41.5,0.6,34.1,0.9,71.2,0.4,1.7,1.6,0.7,0.2,1.2,1,0.3756906077348066,10.2
61,17.5,6.6,39.9,1.1,35.7,1.0,85.9,0.5,1.7,0.6,0.3,0.2,0.7,1,0.3771428571428571,9.1
79,17.2,7.9,45.0,0.8,37.2,1.0,73.6,0.4,1.4,0.8,0.6,0.3,1.1,0,0.4593023255813954,10.300000000000002
67,16.9,5.1,59.6,0.0,0.0,1.1,57.7,1.6,2.9,0.6,0.5,0.3,0.8,1,0.30177514792899407,10.2
67,16.9,5.1,59.6,0.0,0.0,1.1,57.7,1.6,2.9,0.6,0.5,0.3,0.8,0,0.30177514792899407,10.2
36,15.7,5.8,41.4,0.7,41.4,0.9,80.5,0.6,1.3,0.9,0.3,0.1,0.9,1,0.3694267515923567,8.1
80,15.4,3.2,39.5,0.1,22.5,0.6,66.2,0.5,1.4,1.6,1.0,0.1,1.4,0,0.2077922077922078,6.299999999999999
69,14.9,7.0,52.4,0.0,0.0,2.0,81.0,1.4,1.9,0.4,0.2,0.4,1.1,1,0.4697986577181208,10.200000000000001
66,14.7,3.8,38.0,0.3,28.2,0.5,78.3,0.3,0.9,1.3,0.6,0.1,0.9,0,0.2585034013605442,6.199999999999998
18,13.3,4.7,33.7,0.4,26.9,0.9,73.9,0.4,1.3,1.8,0.4,0.3,0.8,0,0.3533834586466165,8.100000000000001
59,12.8,3.4,51.0,0.2,50.0,0.7,78.0,1.1,2.3,0.5,0.3,0.4,0.5,1,0.265625,7.3999999999999995
37,11.6,3.0,45.7,0.0,0.0,1.0,80.0,0.8,1.4,0.2,0.2,0.1,0.6,1,0.25862068965517243,5.1000000000000005
68,10.6,4.1,44.3,0.0,0.0,1.1,66.1,0.6,1.5,0.4,0.2,0.3,0.8,1,0.38679245283018865,6.3
43,9.6,3.4,48.3,0.0,0.0,0.7,88.2,0.9,1.2,0.2,0.3,0.0,0.6,0,0.3541666666666667,5.300000000000001
39,9.5,1.8,35.8,0.0,6.7,0.3,50.0,0.2,0.6,0.3,0.1,0.1,0.5,1,0.18947368421052632,2.6
51,9.1,2.7,39.0,0.1,23.5,0.6,69.8,0.3,0.7,0.9,0.6,0.1,0.7,0,0.29670329670329676,4.6
23,8.8,3.4,36.8,0.2,25.0,0.8,75.0,0.8,0.9,0.7,0.3,0.1,0.4,1,0.3863636363636363,5.799999999999999
32,22.9,8.3,46.2,0.9,44.1,0.9,85.7,0.4,2.1,3.6,1.0,0.1,1.5,0,0.36244541484716164,14.0
39,8.7,1.8,25.0,0.3,18.5,0.4,94.1,0.1,0.6,1.2,0.7,0.1,0.6,0,0.20689655172413796,3.9
57,8.5,2.3,45.4,0.0,0.0,0.8,60.6,1.0,1.4,0.3,0.3,0.2,0.4,1,0.27058823529411763,4.999999999999999
46,7.3,1.6,40.2,0.0,0.0,0.2,29.6,0.7,1.0,0.2,0.1,0.5,0.4,1,0.21917808219178084,3.6999999999999997
33,5.5,1.5,45.5,0.0,0.0,0.3,47.8,0.8,0.7,0.2,0.2,0.1,0.1,0,0.2727272727272727,3.4000000000000004
73,35.6,15.1,44.7,0.0,0.0,2.9,60.9,3.8,7.1,0.9,0.8,1.7,1.7,1,0.4241573033707865,27.7
82,32.8,9.0,49.3,0.6,33.1,1.9,74.3,1.1,4.6,3.0,1.7,0.6,1.7,1,0.27439024390243905,18.3
82,32.6,12.0,52.0,0.0,0.0,3.4,67.1,3.5,6.5,0.9,0.9,1.7,2.0,1,0.36809815950920244,23.499999999999996
80,29.7,10.1,47.0,0.2,23.2,2.4,82.3,2.4,3.6,1.9,0.9,0.4,1.3,1,0.3400673400673401,17.999999999999996
74,27.7,9.7,45.5,0.1,17.4,2.2,68.8,2.0,4.2,1.7,0.8,1.9,1.8,1,0.35018050541516244,18.499999999999996
82,26.5,5.9,35.2,1.1,35.5,0.6,73.1,0.3,2.3,4.9,1.0,0.0,1.4,1,0.22264150943396227,13.0
76,24.5,10.3,39.4,1.1,28.8,1.5,68.9,0.5,1.5,1.9,0.7,0.1,1.4,1,0.42040816326530617,13.6
78,21.3,5.1,43.2,0.0,25.0,0.9,67.3,0.8,1.9,1.4,0.7,0.3,0.7,1,0.23943661971830985,9.5
79,20.4,8.7,45.5,0.6,31.2,0.9,68.2,0.7,1.8,3.0,1.0,0.0,1.5,1,0.4264705882352941,13.6
62,17.8,7.0,42.7,0.3,30.8,0.8,72.7,2.0,3.5,0.8,0.4,0.3,0.9,0,0.3932584269662921,13.000000000000002
68,19.6,6.8,39.3,0.3,24.6,1.5,78.9,0.1,1.4,3.3,0.5,0.1,1.8,1,0.346938775510204,10.4
23,19.2,4.0,29.1,0.6,25.9,0.2,62.5,0.7,2.0,0.9,0.6,0.1,0.7,0,0.20833333333333334,7.6000000000000005
82,18.9,7.2,53.3,0.5,42.4,0.7,78.9,1.3,2.2,0.6,0.5,0.2,0.5,1,0.380952380952381,11.499999999999998
43,17.7,6.1,57.6,0.0,0.0,1.2,57.1,1.1,2.0,0.3,0.4,1.3,1.2,0,0.3446327683615819,10.000000000000002
80,17.3,5.9,44.2,0.0,23.1,1.5,69.5,1.1,1.9,1.1,0.9,0.2,0.9,1,0.34104046242774566,10.2
82,17.0,5.6,53.7,0.0,0.0,1.0,70.3,1.9,2.7,0.4,0.4,0.6,0.8,1,0.32941176470588235,10.799999999999999
77,16.4,6.4,47.5,0.2,38.7,1.5,73.7,1.1,1.8,0.8,1.0,0.3,1.0,1,0.39024390243902446,10.400000000000002
76,15.4,5.7,42.9,0.6,33.6,1.0,75.7,0.4,1.0,2.2,1.0,0.3,1.1,1,0.37012987012987014,9.4
46,15.3,4.6,41.2,0.0,0.0,1.0,64.0,1.4,2.4,0.9,0.5,0.4,1.4,0,0.3006535947712418,8.799999999999999
71,14.8,6.7,52.8,0.0,0.0,1.2,63.0,1.7,2.7,0.3,0.3,0.8,0.9,1,0.4527027027027027,11.600000000000003
25,14.2,3.7,36.2,0.7,30.4,0.3,77.8,0.3,1.2,0.7,0.6,0.0,0.4,0,0.2605633802816902,5.999999999999999
68,13.3,5.0,37.2,0.4,35.3,0.9,66.7,0.7,1.0,0.5,0.4,0.3,0.8,0,0.37593984962406013,7.2
62,13.0,3.5,42.9,0.0,33.3,0.8,70.1,0.3,1.0,1.7,0.6,0.1,0.9,1,0.2692307692307692,6.3999999999999995
67,13.0,4.1,40.4,0.0,33.3,0.7,43.6,1.1,1.9,0.6,0.4,0.3,0.8,1,0.3153846153846154,7.500000000000001
39,13.0,4.5,42.6,0.6,35.8,0.5,70.4,0.4,1.3,1.4,0.5,0.2,0.6,1,0.34615384615384615,7.699999999999999
38,12.7,3.1,36.3,0.4,26.9,0.4,73.7,0.3,0.8,1.8,0.5,0.0,0.7,0,0.2440944881889764,5.8
36,12.0,3.1,33.6,0.3,24.5,0.4,62.5,0.1,0.8,1.4,0.4,0.0,0.7,0,0.25833333333333336,5.1000000000000005
76,16.6,5.6,39.4,0.3,22.0,1.3,78.0,0.3,1.6,2.3,0.7,0.1,1.1,0,0.3373493975903614,9.5
38,11.4,3.3,38.9,0.2,27.3,0.9,68.8,0.5,0.9,1.0,0.6,0.1,0.7,0,0.28947368421052627,5.699999999999998
11,10.6,2.4,60.0,0.0,0.0,0.2,33.3,1.5,1.8,0.4,0.4,0.4,0.6,0,0.22641509433962265,6.400000000000001
45,10.1,2.9,38.5,0.1,20.0,0.8,65.5,0.6,0.6,0.5,0.4,0.1,0.5,1,0.2871287128712871,4.7
79,39.5,20.9,41.7,0.8,29.0,4.4,75.4,1.3,4.2,5.9,1.6,0.7,3.5,1,0.5291139240506328,31.1
82,36.5,21.0,42.6,0.8,32.2,5.0,77.7,2.2,3.8,2.8,1.2,0.5,3.0,1,0.5753424657534246,28.6
76,35.6,12.0,38.6,1.9,39.0,1.8,80.4,0.6,2.9,6.8,1.3,0.3,2.7,1,0.33707865168539325,21.1
61,34.9,16.2,46.5,0.3,30.2,3.8,74.7,1.4,2.7,4.5,1.4,0.6,3.2,1,0.46418338108882523,23.5
75,33.5,11.5,45.9,0.1,35.7,2.7,70.1,2.5,4.9,1.0,0.8,1.4,1.4,1,0.34328358208955223,20.7
70,29.2,9.6,40.0,0.6,30.5,1.1,78.6,1.0,2.8,1.5,1.0,0.2,1.6,1,0.3287671232876712,14.499999999999998
55,26.8,7.1,38.4,0.1,23.8,1.5,81.6,0.7,2.5,6.5,1.1,0.1,2.5,1,0.26492537313432835,15.500000000000004
73,24.5,6.8,40.3,0.9,35.8,0.9,63.1,1.5,2.9,1.3,0.6,0.1,1.0,1,0.27755102040816326,12.1
75,23.9,7.3,45.9,0.0,0.0,1.9,76.5,2.5,3.8,0.7,0.4,0.3,1.0,1,0.3054393305439331,14.0
67,23.7,8.6,43.0,0.3,30.3,1.4,70.3,2.2,3.3,1.4,1.0,0.8,1.0,1,0.3628691983122363,16.3
82,22.5,6.1,46.0,0.0,0.0,1.2,69.7,1.5,4.1,1.0,0.3,0.9,1.9,1,0.2711111111111111,12.0
37,15.5,4.2,35.9,0.4,30.2,0.8,71.8,0.2,1.1,2.9,0.8,0.1,0.9,0,0.2709677419354839,8.4
38,19.1,4.5,45.7,0.1,15.4,1.1,70.5,1.4,2.6,1.3,0.7,0.1,1.2,1,0.23560209424083767,9.4
47,19.0,6.2,39.4,0.1,44.4,1.4,62.9,1.2,2.4,1.2,0.7,0.4,1.1,1,0.3263157894736842,11.0
75,18.6,5.9,38.6,1.0,37.1,0.7,82.1,0.2,1.3,2.8,0.8,0.1,1.7,1,0.3172043010752688,9.500000000000002
56,18.6,8.5,49.4,0.2,30.6,1.1,76.9,1.2,1.4,2.1,0.9,0.2,0.8,1,0.45698924731182794,13.499999999999998
41,17.9,4.2,35.5,0.2,21.2,0.5,59.5,1.4,3.0,0.7,0.9,0.8,0.9,1,0.23463687150837992,10.2
81,17.1,5.9,40.0,0.3,31.4,1.2,75.6,0.4,1.3,2.2,1.1,0.2,1.5,1,0.34502923976608185,9.499999999999998
69,16.1,5.5,41.4,0.4,33.8,0.9,82.3,0.5,1.1,2.4,0.8,0.1,1.2,1,0.3416149068322981,9.200000000000001
53,14.5,6.9,40.1,0.4,31.1,1.1,72.8,0.3,0.9,1.0,0.5,0.1,1.1,1,0.47586206896551725,8.6
24,15.1,4.7,40.4,0.5,38.2,0.5,47.8,1.0,1.8,0.4,1.2,0.5,0.6,0,0.3112582781456954,9.0
57,13.5,5.0,38.0,0.2,25.6,0.8,78.6,0.4,0.9,1.3,0.5,0.0,0.9,1,0.37037037037037035,7.199999999999999
71,13.1,3.8,47.4,0.0,0.0,0.8,71.3,1.6,2.5,0.8,0.4,0.4,0.7,1,0.2900763358778626,8.900000000000002
35,12.6,4.4,47.5,0.0,0.0,0.6,75.0,0.9,2.0,0.6,0.5,0.5,0.5,1,0.34920634920634924,8.4
41,12.4,3.0,35.4,0.2,30.0,0.5,81.5,0.7,1.0,0.5,0.2,0.2,0.4,0,0.24193548387096772,5.2
74,11.9,4.5,35.2,1.1,39.1,0.3,79.2,0.4,1.1,0.5,0.3,0.1,0.6,1,0.37815126050420167,6.3
49,14.8,5.6,42.4,0.7,40.4,0.9,81.1,0.3,1.9,1.0,0.6,0.2,0.7,0,0.37837837837837834,8.999999999999998
36,11.3,3.5,45.7,0.0,0.0,0.5,44.2,1.4,1.9,0.5,0.4,0.0,0.6,0,0.30973451327433627,7.1000000000000005
41,10.4,3.5,40.3,0.5,47.7,0.5,83.3,0.5,0.9,0.3,0.3,0.1,0.5,1,0.3365384615384615,4.999999999999999
72,10.1,2.4,42.5,0.2,33.3,0.4,70.5,0.5,1.2,1.6,0.4,0.1,0.6,1,0.2376237623762376,5.700000000000001
38,9.6,1.8,29.1,0.1,30.0,0.4,64.0,0.2,0.8,1.1,0.3,0.1,0.5,0,0.1875,3.8
54,8.7,3.4,45.3,0.6,37.0,0.4,88.5,0.2,0.8,0.4,0.3,0.1,0.1,0,0.39080459770114945,5.1000000000000005
16,4.4,1.2,43.8,0.1,33.3,0.3,66.7,0.1,0.3,0.1,0.1,0.0,0.4,1,0.2727272727272727,1.4000000000000004
78,36.6,15.4,41.6,0.4,31.8,4.0,82.4,1.7,3.4,2.7,1.8,0.4,2.5,1,0.42076502732240434,22.9
55,14.8,6.0,50.4,0.3,38.3,1.3,75.0,0.3,1.5,1.1,0.4,0.1,1.0,0,0.4054054054054054,8.3
82,31.3,13.5,47.2,0.0,20.0,3.9,66.1,3.0,5.7,1.0,0.8,1.1,2.3,1,0.43130990415335463,22.900000000000002
47,29.5,13.4,36.9,1.2,31.6,2.7,80.0,0.4,1.3,2.8,0.8,0.1,1.8,0,0.4542372881355932,17.0
70,26.8,12.5,45.7,0.2,29.2,2.2,71.2,2.3,4.2,1.2,0.8,0.5,2.1,1,0.4664179104477612,19.4
75,26.1,9.5,39.9,0.9,32.2,1.4,64.0,0.4,2.2,4.7,1.1,0.2,2.3,0,0.3639846743295019,15.8
81,25.3,10.0,53.6,0.0,0.0,1.8,77.1,2.5,5.0,1.3,0.7,0.6,1.3,1,0.3952569169960474,18.8
49,20.8,8.9,52.9,0.0,14.3,1.6,52.1,2.2,3.5,0.8,0.5,1.1,1.7,1,0.42788461538461536,15.300000000000004
82,24.4,5.1,36.2,0.1,25.0,0.9,65.2,0.5,2.5,3.4,1.0,0.2,1.9,0,0.20901639344262296,10.799999999999999
64,23.5,8.3,36.9,1.6,35.3,1.3,76.6,0.3,2.0,2.6,0.6,0.1,0.9,0,0.35319148936170214,13.0
33,22.8,5.2,40.5,0.9,32.3,0.6,76.0,0.7,2.2,1.0,0.6,0.3,0.7,0,0.22807017543859648,9.200000000000001
70,14.3,3.1,30.5,0.6,29.3,0.2,80.0,0.2,1.1,0.6,0.4,0.2,0.4,0,0.21678321678321677,5.2
59,23.4,6.9,39.3,0.4,26.9,0.8,79.0,0.6,2.1,2.2,1.0,0.6,1.4,0,0.2948717948717949,12.0
72,21.0,7.5,36.2,0.7,29.2,1.1,73.1,0.4,2.2,1.3,0.3,0.6,1.1,1,0.35714285714285715,11.200000000000001
67,20.4,3.2,47.1,0.0,0.0,1.2,51.9,2.5,4.1,0.5,0.6,0.2,0.8,1,0.15686274509803924,10.299999999999999
66,16.7,6.2,40.2,0.6,32.2,1.5,83.1,0.4,1.4,2.5,0.7,0.2,2.0,1,0.37125748502994016,9.399999999999999
75,16.6,6.4,42.2,0.2,22.2,0.9,78.4,1.1,2.3,0.7,0.6,0.2,0.9,0,0.38554216867469876,10.399999999999999
82,15.9,5.7,40.3,0.6,34.7,1.0,78.0,0.8,1.8,1.3,0.7,0.2,1.1,1,0.3584905660377358,9.4
82,15.9,5.7,40.3,0.6,34.7,1.0,78.0,0.8,1.8,1.3,0.7,0.2,1.1,1,0.3584905660377358,9.4
27,14.1,5.7,46.6,0.0,0.0,1.7,72.6,1.4,1.7,0.6,0.3,0.3,0.7,0,0.4042553191489362,9.400000000000002
72,15.9,5.1,37.3,0.7,31.5,1.0,68.6,0.4,0.8,1.0,0.5,0.1,0.8,0,0.32075471698113206,7.1
42,15.4,6.4,38.4,0.6,29.8,0.9,80.4,0.3,1.4,1.0,0.6,0.1,1.0,1,0.4155844155844156,8.799999999999999
52,15.4,4.5,49.5,0.0,0.0,1.0,70.3,1.2,2.1,0.3,0.2,0.6,1.0,1,0.2922077922077922,7.899999999999999
46,15.0,3.2,33.8,0.2,28.6,0.8,78.7,0.4,1.1,2.0,0.6,0.1,0.6,1,0.21333333333333335,6.8
35,13.9,4.8,43.4,0.0,0.0,1.6,69.5,0.7,1.6,0.9,0.2,0.1,0.7,0,0.3453237410071942,7.699999999999998
51,13.1,3.9,38.7,0.4,33.3,0.6,67.4,0.3,0.8,0.4,0.4,0.3,0.9,0,0.29770992366412213,5.3
55,12.4,4.8,46.6,0.0,0.0,1.3,68.0,1.2,1.8,0.3,0.2,0.4,0.8,0,0.3870967741935484,7.8999999999999995
58,11.8,2.3,38.5,0.2,41.7,0.2,50.0,0.3,1.1,0.8,0.5,0.1,0.5,0,0.19491525423728812,4.499999999999999
